Taxa	Counts
[Acetivibrio] ethanolgignens group	172
[Eubacterium] coprostanoligenes group	211
[Eubacterium] eligens group	34
[Eubacterium] fissicatena group	11
[Eubacterium] nodatum group	17
[Eubacterium] ruminantium group	2
[Ruminococcus] gauvreauii group	83
[Ruminococcus] torques group	55
Acinetobacter	3849
Adhaeribacter	2
Adlercreutzia	2
Aeromonas	8
Agathobacter	7
Alistipes	15
Alloprevotella	491
Anaerosporobacter	12
Anaerovorax	24
Bacteroides	255
Barnesiella	23
Blautia	512
Butyricicoccus	33
Butyricimonas	4
Candidatus Soleaferrea	3
Candidatus Stoquefichus	180
Candidatus Xiphinematobacter	5
Cetobacterium	864
Christensenellaceae R-7 group	15
Clostridium sensu stricto 1	550
Collinsella	36
Comamonas	27
Coprococcus 3	144
Diaphorobacter	8
Enterobacter	23
Enterococcus	18
Erysipelatoclostridium	30
Erysipelotrichaceae UCG-006	55
Escherichia-Shigella	256
Faecalibacterium	322
Family XIII AD3011 group	26
Flavobacterium	12
GCA-900066575	84
Glutamicibacter	6
Hafnia-Obesumbacterium	4
Holdemanella	624
Holdemania	8
Intestinimonas	7
Kurthia	4
Lachnoclostridium	369
Lachnoclostridium 5	54
Lachnospiraceae FCS020 group	76
Lachnospiraceae NC2004 group	9
Lachnospiraceae NK4A136 group	109
Lachnospiraceae UCG-001	13
Lachnospiraceae UCG-004	5
Lachnospiraceae UCG-008	15
Lactococcus	230
Luteimonas	8
Lysobacter	14
Macrococcus	6
Marvinbryantia	21
mle1-7	3
Morganella	3
Myroides	3
Negativibacillus	34
Nordella	2
OM60(NOR5) clade	2
Oribacterium	331
Oscillibacter	335
Oscillospira	64
Parabacteroides	165
Peptoclostridium	61
Peptococcus	23
Phascolarctobacterium	93
Porphyromonas	3
Prevotella 2	21
Prevotella 9	171
Prevotellaceae NK3B31 group	5
Prevotellaceae UCG-003	13
Pseudomonas	20
Pseudorhodoplanes	3
Pseudoxanthomonas	2
Psychrobacter	6
Reyranella	4
Romboutsia	78
Roseburia	435
Ruminiclostridium 5	15
Ruminiclostridium 9	12
Ruminococcaceae NK4A214 group	26
Ruminococcaceae UCG-005	6
Ruminococcaceae UCG-008	4
Ruminococcaceae UCG-009	18
Ruminococcaceae UCG-014	569
Ruminococcus 1	62
S5-A14a	103
Sellimonas	3
Shuttleworthia	12
Solibacillus	13
Solitalea	4
Solobacterium	83
Sphingomonas	7
Sporosarcina	10
Staphylococcus	4
Stenotrophomonas	3
Streptococcus	1651
Subdoligranulum	8
Succinivibrio	7
Sutterella	93
Terrisporobacter	98
Treponema 2	7
Trichococcus	2
Turicibacter	150
Tyzzerella	38
Tyzzerella 4	138
UBA1819	14
Ulvibacter	7
Unclassified	2725
uncultured bacterium	225
uncultured beta proteobacterium	2
uncultured rumen bacterium	9
Weissella	12
