Taxa	Counts
[Eubacterium] coprostanoligenes group	162
[Eubacterium] eligens group	14
[Eubacterium] hallii group	82
[Eubacterium] nodatum group	26
[Eubacterium] ruminantium group	9
[Eubacterium] xylanophilum group	13
[Ruminococcus] gauvreauii group	6
[Ruminococcus] torques group	18
Acinetobacter	22
Akkermansia	5
Anaerostipes	62
Bacteroides	21
Bifidobacterium	395
Blautia	130
Brevundimonas	2
Candidatus Stoquefichus	3
Catenibacterium	194
Catenisphaera	7
Christensenellaceae R-7 group	41
Clostridium sensu stricto 1	2284
Collinsella	32
Coprococcus 2	72
Coprococcus 3	91
Cronobacter	3
Desulfovibrio	4
Dialister	6
Dorea	417
Enterobacter	28
Erysipelotrichaceae UCG-006	220
Erysipelotrichaceae UCG-009	31
Escherichia-Shigella	57
Faecalibacterium	35
Faecalitalea	69
Falsochrobactrum	6
Family XIII AD3011 group	11
Fusicatenibacter	79
GCA-900066225	3
Glutamicibacter	4
Helicobacter	2
Holdemanella	891
Kurthia	35
Lachnoclostridium	12
Lachnospiraceae FCS020 group	8
Lachnospiraceae NC2004 group	3
Lachnospiraceae ND3007 group	2
Lachnospiraceae NK3A20 group	139
Lachnospiraceae UCG-001	3
Lachnospiraceae UCG-002	3
Lachnospiraceae UCG-008	525
Lactobacillus	35
Lactococcus	223
Leuconostoc	15
Libanicoccus	8
Marvinbryantia	8
Methanobrevibacter	104
Methanosphaera	30
Mogibacterium	39
Negativibacillus	25
Ochrobactrum	6
Olsenella	3
Olsenella sp. Marseille-P3359	4
Oribacterium	106
Oscillibacter	8
Parabacteroides	3
Pediococcus	16
Peptoclostridium	2
Peptococcus	166
Prevotella 1	8
Prevotella 7	4
Prevotella 9	839
Rikenellaceae RC9 gut group	9
Romboutsia	169
Roseburia	18
Ruminiclostridium 9	8
Ruminococcaceae NK4A214 group	25
Ruminococcaceae UCG-002	42
Ruminococcaceae UCG-005	21
Ruminococcaceae UCG-008	11
Ruminococcaceae UCG-013	23
Ruminococcaceae UCG-014	1799
Ruminococcus 1	22
Ruminococcus 2	6
Sarcina	10
Sellimonas	7
Solobacterium	644
Sphingobacterium	15
Sporosarcina	3
Streptococcus	5822
Subdoligranulum	480
Terrisporobacter	13
Treponema 2	7
Turicibacter	90
UBA1819	22
Unclassified	1538
Viridibacillus	2
