Taxa	Counts
[Eubacterium] coprostanoligenes group	1428
[Eubacterium] eligens group	92
[Eubacterium] oxidoreducens group	1562
[Eubacterium] ventriosum group	22
[Eubacterium] xylanophilum group	173
[Ruminococcus] torques group	1693
Acetitomaculum	20
Akkermansia	734
Blautia	2960
Candidatus Soleaferrea	62
Christensenellaceae R-7 group	2979
Coprococcus 3	457
Coriobacteriaceae UCG-002	36
DNF00809	64
Enterorhabdus	273
Faecalibacterium	22
Family XIII AD3011 group	138
Family XIII UCG-001	152
Fibrobacter	84
Flavonifractor	147
Lachnoclostridium	3320
Lachnoclostridium 10	26
Lachnospira	60
Lachnospiraceae AC2044 group	652
Lachnospiraceae FCS020 group	204
Lachnospiraceae NC2004 group	115
Lachnospiraceae ND3007 group	80
Lachnospiraceae NK4A136 group	713
Lachnospiraceae UCG-001	362
Lachnospiraceae UCG-003	20
Lachnospiraceae UCG-004	29
Lachnospiraceae XPB1014 group	65
Marvinbryantia	129
Olsenella	84
Olsenella sp. Marseille-P3359	20
Oxalobacter	28
Papillibacter	16
Parasutterella	26
Roseburia	636
Ruminiclostridium	258
Ruminiclostridium 5	185
Ruminiclostridium 6	1073
Ruminiclostridium 9	283
Ruminococcaceae NK4A214 group	7159
Ruminococcaceae UCG-002	299
Ruminococcaceae UCG-003	46
Ruminococcaceae UCG-005	12253
Ruminococcaceae UCG-009	248
Ruminococcaceae UCG-010	1570
Ruminococcaceae UCG-011	197
Ruminococcaceae UCG-013	3280
Ruminococcaceae UCG-014	5825
Ruminococcus 1	2357
Ruminococcus 2	989
Tyzzerella 4	490
Unclassified	17514
uncultured Coriobacteriaceae bacterium	60
