Taxa	Counts
[Eubacterium] coprostanoligenes group	42
[Eubacterium] oxidoreducens group	3
[Eubacterium] xylanophilum group	2
Alistipes	40
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	4
Anaeroplasma	106
Anaerostipes	199
Bacteroides	26
Brevibacterium	3
Brevundimonas	2
Butyrivibrio	594
GCA-900066575	26
Gemmobacter	3
gut metagenome	177
Helicobacter	14
Lachnoclostridium	5
Lachnospiraceae NK4A136 group	380
Lachnospiraceae UCG-001	133
Lachnospiraceae UCG-004	3
Lachnospiraceae UCG-006	4
Lachnospiraceae UCG-008	4
Lactobacillus	69
Marvinbryantia	19
Moryella	4
Mucispirillum	20
Muribaculum	21
Odoribacter	5
Oscillibacter	80
Parabacteroides	5
Prevotella 9	3
Prevotellaceae Ga6A1 group	122
Prevotellaceae UCG-001	385
Roseburia	25
Ruminiclostridium	33
Ruminiclostridium 5	7
Ruminiclostridium 6	7
Ruminiclostridium 9	49
Ruminococcaceae NK4A214 group	11
Ruminococcaceae UCG-009	2
Ruminococcaceae UCG-014	138
Ruminococcus 1	337
Unclassified	11044
uncultured bacterium	7219
uncultured Bacteroidales bacterium	348
uncultured organism	21
unidentified	22
