Taxa	Counts
[Eubacterium] coprostanoligenes group	14
[Eubacterium] hallii group	10
[Ruminococcus] gauvreauii group	22
28-4	2
A2	344
Acetatifactor	8
Adlercreutzia	7
Aerococcus	2
Agathobacter	10
Alistipes	11
Bacteroides	6
Blautia	2
Butyricicoccus	6
Coprococcus 2	21
Corynebacterium 1	2
Desulfovibrio	4
Fusicatenibacter	2
GCA-900066575	31
gut metagenome	2
Helicobacter	50
Jeotgalicoccus	12
Lachnoclostridium	20
Lachnospiraceae FCS020 group	29
Lachnospiraceae NK4A136 group	3348
Lachnospiraceae UCG-001	350
Lachnospiraceae UCG-006	194
Lactobacillus	3207
Mucispirillum	2
Muribaculum	3
Oscillibacter	62
Oxalobacter	3
Prevotellaceae Ga6A1 group	126
Roseburia	256
Ruminiclostridium	53
Ruminiclostridium 5	8
Ruminiclostridium 9	67
Ruminococcaceae UCG-003	7
Ruminococcaceae UCG-005	7
Ruminococcaceae UCG-009	2
Ruminococcaceae UCG-014	4
Ruminococcus 1	169
Staphylococcus	22
Unclassified	2837
uncultured bacterium	2005
uncultured Bacteroidales bacterium	187
uncultured organism	20
unidentified	3
XBB1006	7
