Taxa	Counts
[Anaerorhabdus] furcosa group	75
[Eubacterium] coprostanoligenes group	4705
[Eubacterium] nodatum group	59
[Eubacterium] oxidoreducens group	7
[Eubacterium] ruminantium group	69
[Eubacterium] xylanophilum group	20
[Ruminococcus] gauvreauii group	24
[Ruminococcus] torques group	27
28-4	30
Adhaeribacter	5
Agathobacter	11
Aliiroseovarius	10
Alistipes	4426
Anaeroplasma	30
Anaerostipes	11
Atopostipes	38
Bacteroides	2760
Blautia	16
Campylobacter	63
Candidatus Saccharimonas	16
Candidatus Soleaferrea	414
Candidatus Stoquefichus	38
Christensenellaceae R-7 group	1946
Clostridium sensu stricto 1	27
Coprococcus 2	56
Coprococcus 3	402
Corynebacterium 1	5
Coxiella	9
Cutibacterium	7
Demequina	13
dgA-11 gut group	40
Dielma	8
Dorea	33
Enterorhabdus	11
Erysipelotrichaceae UCG-004	22
Erysipelotrichaceae UCG-009	39
Escherichia-Shigella	38
Faecalibacterium	12
Family XIII AD3011 group	13
Fibrobacter	6
Gordonibacter	6
Halioglobus	18
Halomonas	322
Hydrogenoanaerobacterium	55
Ilumatobacter	14
Intestinimonas	40
Kandleria	52
Knoellia	9
Lachnoclostridium	54
Lachnoclostridium 10	76
Lachnospira	21
Lachnospiraceae AC2044 group	236
Lachnospiraceae FCS020 group	76
Lachnospiraceae NC2004 group	13
Lachnospiraceae NK3A20 group	81
Lachnospiraceae NK4A136 group	412
Lachnospiraceae UCG-001	28
Lachnospiraceae UCG-004	14
Lachnospiraceae UCG-008	238
Lactobacillus	5
Mailhella	90
Maribacter	5
Marinibacterium	25
Marvinbryantia	28
Meridianimaribacter	4
Methanobrevibacter	78
Methanosphaera	9
Methylobacterium	31
Motilimonas	82
Negativibacillus	17
Nocardia	41
Odoribacter	39
Oscillibacter	71
Papillibacter	17
Parasutterella	101
Phascolarctobacterium	34
Prevotella 1	22
Prevotellaceae Ga6A1 group	206
Prevotellaceae UCG-004	466
Rikenellaceae RC9 gut group	2129
Romboutsia	11
Roseburia	88
Ruegeria	24
Ruminiclostridium	42
Ruminiclostridium 1	322
Ruminiclostridium 5	46
Ruminiclostridium 6	61
Ruminiclostridium 9	147
Ruminococcaceae NK4A214 group	286
Ruminococcaceae UCG-002	119
Ruminococcaceae UCG-003	9
Ruminococcaceae UCG-004	50
Ruminococcaceae UCG-005	3798
Ruminococcaceae UCG-007	12
Ruminococcaceae UCG-009	297
Ruminococcaceae UCG-010	4961
Ruminococcaceae UCG-011	96
Ruminococcaceae UCG-013	532
Ruminococcaceae UCG-014	1698
Ruminococcus 1	1045
Ruminococcus 2	222
Sharpea	438
Shewanella	102
Sphingomonas	10
Spongiimonas	54
Taeseokella	10
Tenacibaculum	23
Thiothrix	9
Treponema 2	982
Turicibacter	43
Tyzzerella 4	470
Unclassified	4985
uncultured bacterium	3013
uncultured rumen bacterium	48
Vibrio	144
Victivallis	31
