Taxa	Counts
[Eubacterium] coprostanoligenes group	817
[Eubacterium] eligens group	13
[Eubacterium] nodatum group	6
[Eubacterium] oxidoreducens group	79
[Eubacterium] ventriosum group	158
[Ruminococcus] torques group	131
Acetitomaculum	15
Agathobacter	520
Alistipes	54
Anaerostipes	5
Anaerovorax	14
Bacteroides	1056
Barnesiella	14
Bifidobacterium	72
Blautia	563
Candidatus Soleaferrea	14
Candidatus Stoquefichus	45
Christensenellaceae R-7 group	2719
Clostridioides	18
Collinsella	7
Coprococcus 2	31
Coprococcus 3	51
Defluviitaleaceae UCG-011	58
Dialister	19
Dorea	26
Enterococcus	154
Erysipelatoclostridium	51
Erysipelotrichaceae UCG-003	6
Erysipelotrichaceae UCG-004	4
Escherichia-Shigella	9
Faecalibacterium	50
Flavonifractor	13
Fusicatenibacter	32
GCA-900066575	21
Hydrogenoanaerobacterium	33
Intestinimonas	48
Klebsiella	25
Lachnoclostridium	31
Lachnoclostridium 10	167
Lachnospira	761
Lachnospiraceae AC2044 group	299
Lachnospiraceae FCS020 group	525
Lachnospiraceae NC2004 group	20
Lachnospiraceae NK4A136 group	1033
Lachnospiraceae UCG-008	17
Mailhella	16
Marvinbryantia	18
Negativibacillus	15
Oscillibacter	39
Papillibacter	163
Parabacteroides	14
Prevotellaceae UCG-004	2536
Rikenellaceae RC9 gut group	25
Romboutsia	12
Roseburia	776
Ruminiclostridium	67
Ruminiclostridium 1	77
Ruminiclostridium 5	101
Ruminiclostridium 6	92
Ruminiclostridium 9	77
Ruminococcaceae NK4A214 group	87
Ruminococcaceae UCG-002	31
Ruminococcaceae UCG-004	11
Ruminococcaceae UCG-005	5884
Ruminococcaceae UCG-007	15
Ruminococcaceae UCG-009	45
Ruminococcaceae UCG-010	6960
Ruminococcaceae UCG-011	95
Ruminococcaceae UCG-013	368
Ruminococcaceae UCG-014	508
Ruminococcus 1	987
Ruminococcus 2	105
Sellimonas	15
Subdoligranulum	9
Tyzzerella 4	207
Unclassified	4833
uncultured bacterium	996
uncultured rumen bacterium	51
