Taxa	Counts
[Anaerorhabdus] furcosa group	28
[Eubacterium] coprostanoligenes group	1823
Acetitomaculum	53
Agathobacter	65
Alistipes	120
Alloprevotella	97
Anaerovorax	173
Campylobacter	146
Candidatus Saccharimonas	31
Candidatus Soleaferrea	19
Christensenellaceae R-7 group	910
dgA-11 gut group	67
Eisenbergiella	10
Erysipelotrichaceae UCG-004	40
Family XIII AD3011 group	94
Fibrobacter	60
hoa5-07d05 gut group	641
horsej-a03	55
Lachnospiraceae AC2044 group	468
Lachnospiraceae ND3007 group	241
Lachnospiraceae NK4A136 group	338
Lachnospiraceae UCG-008	193
Lachnospiraceae UCG-009	89
Lachnospiraceae XPB1014 group	165
Mogibacterium	106
Mycoplasma	56
Oribacterium	745
Papillibacter	374
Phascolarctobacterium	1146
Prevotellaceae UCG-001	45
Prevotellaceae UCG-003	178
Prevotellaceae UCG-004	389
Pseudobutyrivibrio	36
Rikenellaceae RC9 gut group	6153
Ruminiclostridium	29
Ruminiclostridium 1	49
Ruminococcaceae NK4A214 group	3349
Ruminococcaceae UCG-002	811
Ruminococcaceae UCG-004	36
Ruminococcaceae UCG-005	432
Ruminococcaceae UCG-010	1263
Ruminococcaceae UCG-013	321
Ruminococcaceae UCG-014	397
Ruminococcus 1	103
Saccharofermentans	27
Sediminispirochaeta	59
SP3-e08	365
Streptococcus	32
Treponema 2	85
Unclassified	10605
uncultured bacterium	7183
uncultured rumen bacterium	342
Z20	69
