Taxa	Counts
[Anaerorhabdus] furcosa group	33
[Eubacterium] coprostanoligenes group	1771
[Eubacterium] hallii group	25
Agathobacter	13
Akkermansia	179
Anaerovorax	1175
Candidatus Soleaferrea	337
Christensenellaceae R-7 group	1120
Family XIII AD3011 group	117
Fibrobacter	265
GCA-900066225	42
hoa5-07d05 gut group	13
Lachnoclostridium 10	49
Lachnospiraceae AC2044 group	714
Lachnospiraceae FCS020 group	59
Lachnospiraceae ND3007 group	165
Lachnospiraceae NK4A136 group	409
Lachnospiraceae UCG-006	82
Lachnospiraceae UCG-008	49
Lachnospiraceae UCG-009	195
Lachnospiraceae XPB1014 group	127
Lactobacillus	18
Methanocorpusculum	221
Mycoplasma	93
Oribacterium	78
Papillibacter	499
Phascolarctobacterium	597
Prevotella 1	66
Prevotellaceae UCG-003	150
Prevotellaceae UCG-004	415
Rikenellaceae RC9 gut group	12310
Ruminiclostridium	48
Ruminiclostridium 1	209
Ruminococcaceae NK4A214 group	1917
Ruminococcaceae UCG-002	1476
Ruminococcaceae UCG-005	668
Ruminococcaceae UCG-010	1327
Ruminococcaceae UCG-013	1902
Ruminococcaceae UCG-014	1153
Ruminococcaceae V9D2013 group	127
Ruminococcus 1	858
Saccharofermentans	118
SP3-e08	164
Sporobacter	63
Treponema 2	827
Unclassified	17299
uncultured bacterium	7061
uncultured rumen bacterium	97
