Taxa	Counts
[Eubacterium] coprostanoligenes group	669
Anaerosporobacter	31
Desulfovibrio	263
Eisenbergiella	80
GCA-900066575	176
Helicobacter	127
Lachnoclostridium	17
Lachnospiraceae NK4A136 group	3116
Lachnospiraceae UCG-001	231
Lachnospiraceae UCG-006	34
Lachnospiraceae UCG-008	147
Lactobacillus	24987
Mucispirillum	18
Oscillibacter	171
Roseburia	95
Ruminiclostridium	154
Ruminiclostridium 9	276
Ruminococcaceae UCG-014	438
Ruminococcus 1	416
UBA1819	81
Unclassified	5487
uncultured bacterium	2383
