Taxa	Counts
[Ruminococcus] torques group	18
28-4	18
A2	13
Acetitomaculum	15
Alistipes	15
Blautia	21
Butyricicoccus	7
Citrobacter	690
Eisenbergiella	64
Family XIII UCG-001	6
GCA-900066575	270
Helicobacter	34
Lachnoclostridium	96
Lachnospiraceae FCS020 group	62
Lachnospiraceae NC2004 group	72
Lachnospiraceae NK4A136 group	6495
Lachnospiraceae UCG-001	96
Lachnospiraceae UCG-006	227
Lachnospiraceae UCG-008	26
Lactobacillus	5473
Marvinbryantia	14
Mucispirillum	234
Oscillibacter	333
Robinsoniella	11
Roseburia	48
Ruminiclostridium	237
Ruminiclostridium 6	114
Ruminiclostridium 9	977
Ruminococcaceae UCG-005	16
Ruminococcaceae UCG-013	10
Ruminococcaceae UCG-014	33
Ruminococcus 1	203
Tyzzerella 3	4
Unclassified	5005
uncultured bacterium	1114
uncultured Bacteroidales bacterium	3
