Taxa	Counts
28-YEA-48	1609
Acinetobacter	891
Altererythrobacter	175
Asinibacterium	571
Brevibacterium	7973
Burkholderia-Caballeronia-Paraburkholderia	29883
Cutibacterium	336
Delftia	778
Enhydrobacter	816
Escherichia-Shigella	583
Fusobacterium	1771
Hymenobacter	658
Lactobacillus	272
Mycobacterium	818
Nocardioides	150
Peptoniphilus	163
Pseudomonas	5934
Psychrobacter	343
Rubellimicrobium	634
Saccharopolyspora	160
Sphingomonas	786
Sphingopyxis	680
Staphylococcus	3315
Stenotrophomonas	1532
Terribacillus	476
Terrisporobacter	398
Unclassified	7533
Variovorax	1099
Vulcaniibacterium	149
