Taxa	Counts
[Anaerorhabdus] furcosa group	15
[Eubacterium] coprostanoligenes group	948
[Eubacterium] eligens group	17
[Eubacterium] oxidoreducens group	59
[Eubacterium] ruminantium group	28
[Eubacterium] ventriosum group	42
[Ruminococcus] torques group	11
Agathobacter	134
Akkermansia	127
Alistipes	947
Alloprevotella	48
Anaerosporobacter	31
Anaerovorax	23
Bacillus	8
Bacteroides	1744
Butyrivibrio	17
Candidatus Soleaferrea	51
Cellulosilyticum	12
Christensenellaceae R-7 group	831
Clostridium sensu stricto 1	45
Coprococcus 2	59
Coprococcus 3	70
Defluviitaleaceae UCG-011	45
dgA-11 gut group	211
Dorea	33
Family XIII AD3011 group	54
hoa5-07d05 gut group	15
Intestinimonas	11
Lachnoclostridium	20
Lachnoclostridium 10	160
Lachnospiraceae AC2044 group	185
Lachnospiraceae FCS020 group	45
Lachnospiraceae NC2004 group	13
Lachnospiraceae NK4A136 group	375
Lachnospiraceae NK4B4 group	19
Lachnospiraceae UCG-008	98
Lachnospiraceae UCG-010	46
Mailhella	129
Oscillibacter	63
Oscillospira	7
p-1088-a5 gut group	14
Paeniclostridium	52
Papillibacter	13
Parasutterella	41
Phascolarctobacterium	234
Prevotella 1	520
Prevotellaceae UCG-001	263
Prevotellaceae UCG-003	741
Prevotellaceae UCG-004	882
Rikenellaceae RC9 gut group	3460
Romboutsia	36
Roseburia	280
Ruminiclostridium 1	11
Ruminiclostridium 6	78
Ruminiclostridium 9	38
Ruminobacter	256
Ruminococcaceae NK4A214 group	174
Ruminococcaceae UCG-002	219
Ruminococcaceae UCG-004	12
Ruminococcaceae UCG-005	4854
Ruminococcaceae UCG-009	224
Ruminococcaceae UCG-010	3660
Ruminococcaceae UCG-011	136
Ruminococcaceae UCG-013	572
Ruminococcaceae UCG-014	140
Ruminococcus 1	499
Ruminococcus 2	86
Succinivibrio	4138
Treponema 2	811
Turicibacter	12
Tyzzerella 4	496
Unclassified	5006
uncultured bacterium	3118
uncultured Bacteroidales bacterium	309
uncultured Paludibacter sp.	45
uncultured Parabacteroides sp.	65
uncultured Porphyromonadaceae bacterium	175
uncultured rumen bacterium	65
Victivallis	39
