Taxa	Counts
[Eubacterium] coprostanoligenes group	3131
[Ruminococcus] gauvreauii group	37
[Ruminococcus] gnavus group	126
[Ruminococcus] torques group	893
Acetitomaculum	10
Agathobacter	38
Akkermansia	41
Anaerosporobacter	31
Anaerostipes	13
ASF356	166
Bacteroides	644
Blautia	519
Candidatus Soleaferrea	98
Christensenellaceae R-7 group	2512
Coprococcus 3	490
Dialister	13
Dielma	291
DNF00809	8
Dorea	149
Enterorhabdus	231
Erysipelotrichaceae UCG-003	16
Erysipelotrichaceae UCG-009	7
Faecalibacterium	220
Family XIII AD3011 group	518
Family XIII UCG-001	36
Flavonifractor	12
Fusicatenibacter	251
Lachnoclostridium	2656
Lachnoclostridium 10	170
Lachnoclostridium 5	84
Lachnospira	62
Lachnospiraceae AC2044 group	11
Lachnospiraceae NC2004 group	108
Lachnospiraceae ND3007 group	89
Lachnospiraceae NK4A136 group	523
Lachnospiraceae UCG-001	292
Lachnospiraceae UCG-006	29
Lachnospiraceae UCG-008	160
Lachnospiraceae UCG-010	74
Lachnospiraceae XPB1014 group	14
Lactonifactor	55
Marvinbryantia	384
Megasphaera	35
Methanosphaera	12
Negativibacillus	16
Papillibacter	37
Peptococcus	63
Phascolarctobacterium	374
possible genus Sk018	27
Prevotella 1	294
Prevotella 7	481
Rikenellaceae RC9 gut group	246
Roseburia	296
Ruminiclostridium	79
Ruminiclostridium 5	61
Ruminiclostridium 6	287
Ruminiclostridium 9	260
Ruminococcaceae NK4A214 group	1232
Ruminococcaceae UCG-002	766
Ruminococcaceae UCG-003	158
Ruminococcaceae UCG-005	7801
Ruminococcaceae UCG-009	57
Ruminococcaceae UCG-010	1202
Ruminococcaceae UCG-013	220
Ruminococcaceae UCG-014	2600
Ruminococcus 1	542
Ruminococcus 2	6
Serratia	9
Syntrophococcus	108
Treponema 2	98
Tyzzerella	26
Tyzzerella 4	144
Unclassified	12773
uncultured bacterium	4422
uncultured Thermoanaerobacterales bacterium	20
