Taxa	Counts
[Eubacterium] coprostanoligenes group	2684
[Eubacterium] ventriosum group	110
[Ruminococcus] gauvreauii group	26
[Ruminococcus] gnavus group	68
[Ruminococcus] torques group	664
Acetitomaculum	183
Akkermansia	5820
Anaerofustis	9
ASF356	44
Bacteroides	612
Blautia	345
CAG-56	41
Candidatus Soleaferrea	45
Christensenellaceae R-7 group	2183
Clostridium sensu stricto 1	7
Coprococcus 3	814
Dielma	52
DNF00809	8
Dorea	220
Enterorhabdus	169
Erysipelotrichaceae UCG-003	31
Faecalibacterium	137
Family XIII AD3011 group	664
Family XIII UCG-001	29
Fibrobacter	24
Flavonifractor	18
Fusicatenibacter	945
Intestinimonas	35
Lachnoclostridium	1115
Lachnoclostridium 10	24
Lachnoclostridium 5	118
Lachnospira	13
Lachnospiraceae NC2004 group	128
Lachnospiraceae ND3007 group	158
Lachnospiraceae NK4A136 group	1121
Lachnospiraceae UCG-001	368
Lachnospiraceae UCG-006	142
Lachnospiraceae UCG-008	97
Lachnospiraceae UCG-010	178
Lactonifactor	10
Marvinbryantia	318
Negativibacillus	29
Oscillospira	97
Oxalobacter	20
Papillibacter	76
Peptococcus	39
Phascolarctobacterium	257
Prevotella 1	52
Prevotella 7	687
Rikenellaceae RC9 gut group	536
Robinsoniella	14
Roseburia	282
Ruminiclostridium	176
Ruminiclostridium 5	34
Ruminiclostridium 6	7
Ruminiclostridium 9	519
Ruminococcaceae NK4A214 group	1657
Ruminococcaceae UCG-002	906
Ruminococcaceae UCG-003	173
Ruminococcaceae UCG-005	6340
Ruminococcaceae UCG-009	189
Ruminococcaceae UCG-010	1897
Ruminococcaceae UCG-013	391
Ruminococcaceae UCG-014	867
Ruminococcus 1	372
Solobacterium	38
Syntrophococcus	30
Treponema 2	718
Tyzzerella	23
Tyzzerella 3	15
Unclassified	10427
uncultured bacterium	2944
