Taxa	Counts
[Eubacterium] coprostanoligenes group	536
[Eubacterium] eligens group	4
[Eubacterium] hallii group	159
[Eubacterium] nodatum group	16
[Eubacterium] oxidoreducens group	2
[Eubacterium] ruminantium group	681
[Eubacterium] ventriosum group	2
[Eubacterium] xylanophilum group	7
[Ruminococcus] gauvreauii group	34
[Ruminococcus] torques group	6
Acetitomaculum	4
Agathobacter	8
Alloprevotella	32
Anaerovibrio	3
Bacteroides	5
Blautia	303
Butyricicoccus	8
CAG-873	48
Candidatus Soleaferrea	2
Catenibacterium	43
Christensenellaceae R-7 group	777
Clostridium sensu stricto 1	211
Collinsella	6
Coprococcus 1	33
Coprococcus 3	61
Coriobacteriaceae UCG-003	4
Defluviitaleaceae UCG-011	3
Desulfovibrio	8
dgA-11 gut group	10
Dialister	283
Dorea	56
Enterococcus	6
Erysipelotrichaceae UCG-006	8
Faecalibacterium	71
Family XIII AD3011 group	216
Family XIII UCG-001	7
Fibrobacter	9
Fournierella	19
Fusicatenibacter	4
GCA-900066575	3
Holdemanella	106
Intestinibacter	146
Lachnoclostridium	36
Lachnoclostridium 10	17
Lachnospira	14
Lachnospiraceae AC2044 group	51
Lachnospiraceae FCS020 group	40
Lachnospiraceae NC2004 group	2
Lachnospiraceae NK3A20 group	95
Lachnospiraceae NK4A136 group	84
Lachnospiraceae UCG-002	6
Lachnospiraceae UCG-008	158
Lachnospiraceae XPB1014 group	564
Lactobacillus	3786
Marvinbryantia	172
Megasphaera	11
Methanobrevibacter	513
Methanosphaera	265
Micrococcus	3
Mogibacterium	193
Negativibacillus	41
Olsenella sp. Marseille-P3359	6
Oribacterium	96
p-1088-a5 gut group	72
Parvibacter	2
Peptococcus	31
Prevotella 1	37
Prevotella 2	6
Prevotella 7	55
Prevotella 9	194
Prevotellaceae NK3B31 group	6
Prevotellaceae UCG-001	107
Prevotellaceae UCG-003	83
Prevotellaceae UCG-004	25
Quinella	15
Rikenellaceae RC9 gut group	179
Roseburia	30
Ruminiclostridium	2
Ruminiclostridium 1	5
Ruminiclostridium 5	4
Ruminiclostridium 6	64
Ruminiclostridium 9	87
Ruminococcaceae NK4A214 group	799
Ruminococcaceae UCG-002	1033
Ruminococcaceae UCG-003	30
Ruminococcaceae UCG-005	928
Ruminococcaceae UCG-008	192
Ruminococcaceae UCG-009	23
Ruminococcaceae UCG-010	48
Ruminococcaceae UCG-013	102
Ruminococcaceae UCG-014	337
Ruminococcaceae V9D2013 group	15
Ruminococcus 1	656
Ruminococcus 2	4
S5-A14a	5
Sarcina	2
Selenomonas 3	2
Senegalimassilia	6
Shuttleworthia	19
Slackia	4
Solobacterium	190
Streptococcus	1572
Subdoligranulum	53
Terrisporobacter	285
Treponema 2	912
Unclassified	1601
uncultured bacterium	240
uncultured organism	6
unidentified rumen bacterium RFN47	17
Veillonella	2
Weissella	3
XBB1006	2
