Taxa	Counts
[Bacteroides] pectinophilus group	3
[Eubacterium] coprostanoligenes group	214
[Eubacterium] eligens group	37
[Eubacterium] hallii group	104
[Eubacterium] nodatum group	49
[Eubacterium] ruminantium group	217
[Eubacterium] ventriosum group	2
[Ruminococcus] gauvreauii group	25
[Ruminococcus] torques group	79
Agathobacter	365
Allisonella	3
Alloprevotella	11
Anaerostipes	6
Bifidobacterium	45
Blautia	616
Butyricicoccus	52
Butyrivibrio	3
CAG-873	2
Candidatus Soleaferrea	4
Catenibacterium	15
Cellulosilyticum	3
Christensenellaceae R-7 group	178
Citrobacter	2
Clostridium sensu stricto 1	472
Collinsella	169
Coprococcus 1	4
Coprococcus 2	28
Coprococcus 3	59
Coriobacteriaceae UCG-003	13
Corynebacterium 1	2
Desulfovibrio	46
dgA-11 gut group	2
Dialister	323
Dorea	273
Enterococcus	177
Enterorhabdus	16
Erysipelotrichaceae UCG-006	16
Escherichia-Shigella	33
Faecalibacterium	241
Family XIII AD3011 group	118
Family XIII UCG-001	5
Fusicatenibacter	59
Gallicola	2
Helicobacter	3
Holdemanella	144
Intestinibacter	265
Lachnoclostridium	57
Lachnospira	25
Lachnospiraceae FCS020 group	37
Lachnospiraceae ND3007 group	27
Lachnospiraceae NK3A20 group	170
Lachnospiraceae NK4A136 group	31
Lachnospiraceae UCG-003	2
Lachnospiraceae UCG-004	28
Lachnospiraceae UCG-008	222
Lactobacillus	2033
Lactococcus	5
Libanicoccus	30
Marvinbryantia	77
Methanosphaera	126
Mogibacterium	281
Negativibacillus	38
Olsenella	17
Olsenella sp. Marseille-P3359	26
Oribacterium	363
Peptococcus	95
Peptoniphilus	2
Prevotella 7	17
Prevotella 9	182
Prevotellaceae UCG-003	10
Rikenellaceae RC9 gut group	33
Romboutsia	20
Roseburia	45
Rothia	6
Ruminiclostridium 5	2
Ruminiclostridium 6	2
Ruminiclostridium 9	19
Ruminococcaceae NK4A214 group	137
Ruminococcaceae UCG-002	354
Ruminococcaceae UCG-003	2
Ruminococcaceae UCG-005	451
Ruminococcaceae UCG-008	207
Ruminococcaceae UCG-009	25
Ruminococcaceae UCG-010	9
Ruminococcaceae UCG-013	12
Ruminococcaceae UCG-014	23
Ruminococcus 1	38
Ruminococcus 2	5
Sarcina	3
Selenomonas 3	2
Senegalimassilia	46
Shuttleworthia	54
Slackia	11
Solobacterium	405
Streptococcus	5957
Subdoligranulum	416
Terrisporobacter	768
Treponema 2	10
Unclassified	747
uncultured bacterium	13
Weissella	164
