Taxa	Counts
[Eubacterium] coprostanoligenes group	183
[Eubacterium] eligens group	29
[Eubacterium] hallii group	77
[Eubacterium] nodatum group	42
[Eubacterium] ruminantium group	102
[Eubacterium] ventriosum group	3
[Ruminococcus] gauvreauii group	28
[Ruminococcus] torques group	29
Acidaminococcus	48
Aerococcus	4
Agathobacter	90
Allisonella	7
Alloprevotella	37
Anaerostipes	4
Anaerovibrio	3
Bifidobacterium	24
Blautia	297
Butyricicoccus	25
Catenibacterium	16
Christensenellaceae R-7 group	148
Clostridium sensu stricto 1	317
Collinsella	117
Coprococcus 1	11
Coprococcus 2	61
Coprococcus 3	59
Corynebacterium	6
Corynebacterium 1	5
Desulfovibrio	11
Dialister	478
Dorea	135
Enterococcus	35
Enterorhabdus	22
Erysipelotrichaceae UCG-006	5
Escherichia-Shigella	14
Ezakiella	2
Faecalibacterium	138
Faecalitalea	4
Family XIII AD3011 group	71
Family XIII UCG-001	5
Fibrobacter	6
Fusicatenibacter	8
Helicobacter	83
Holdemanella	74
Intestinibacter	268
Lachnoclostridium	39
Lachnospira	12
Lachnospiraceae FCS020 group	11
Lachnospiraceae ND3007 group	12
Lachnospiraceae NK3A20 group	390
Lachnospiraceae NK4A136 group	21
Lachnospiraceae UCG-004	13
Lachnospiraceae UCG-006	2
Lachnospiraceae UCG-008	72
Lactobacillus	3398
Libanicoccus	24
Marvinbryantia	45
Megasphaera	58
Methanobrevibacter	10
Methanosphaera	59
Micrococcus	10
Mitsuokella	14
Mogibacterium	208
Negativibacillus	31
Olsenella	14
Olsenella sp. Marseille-P3359	10
Oribacterium	189
Peptococcus	65
Prevotella 2	11
Prevotella 7	70
Prevotella 9	239
Prevotellaceae UCG-003	18
Pseudoramibacter	15
Rikenellaceae RC9 gut group	23
Roseburia	24
Rothia	2
Ruminiclostridium 5	3
Ruminiclostridium 6	16
Ruminococcaceae NK4A214 group	76
Ruminococcaceae UCG-002	178
Ruminococcaceae UCG-005	205
Ruminococcaceae UCG-008	291
Ruminococcaceae UCG-010	6
Ruminococcaceae UCG-011	3
Ruminococcaceae UCG-013	16
Ruminococcaceae UCG-014	75
Ruminococcus 1	61
Ruminococcus 2	15
Sarcina	2
Selenomonas 3	16
Senegalimassilia	46
Shuttleworthia	274
Slackia	8
Solobacterium	144
Streptococcus	4639
Subdoligranulum	305
Syntrophococcus	107
Terrisporobacter	517
Treponema 2	38
Unclassified	721
uncultured bacterium	41
Weissella	84
