Taxa	Counts
[Eubacterium] coprostanoligenes group	139
[Eubacterium] eligens group	34
[Eubacterium] hallii group	216
[Eubacterium] nodatum group	67
[Eubacterium] oxidoreducens group	2
[Eubacterium] ruminantium group	203
[Eubacterium] xylanophilum group	4
[Ruminococcus] gauvreauii group	24
[Ruminococcus] torques group	38
Acetitomaculum	3
Agathobacter	197
Allisonella	3
Alloprevotella	17
Anaerostipes	2
Bifidobacterium	6
Blautia	471
Butyricicoccus	38
Catenibacterium	86
Christensenellaceae R-7 group	168
Clostridium sensu stricto 1	293
Collinsella	130
Coprococcus 1	10
Coprococcus 2	26
Coprococcus 3	30
Coriobacteriaceae UCG-003	11
Corynebacterium 1	6
Desulfovibrio	28
Dialister	292
Dorea	179
Enterococcus	77
Enterorhabdus	11
Erysipelotrichaceae UCG-006	27
Escherichia-Shigella	5
Faecalibacterium	357
Faecalitalea	19
Family XIII AD3011 group	77
Family XIII UCG-001	9
Fusicatenibacter	16
Holdemanella	142
Intestinibacter	58
Lachnoclostridium	25
Lachnospira	28
Lachnospiraceae FCS020 group	13
Lachnospiraceae NC2004 group	5
Lachnospiraceae ND3007 group	16
Lachnospiraceae NK3A20 group	251
Lachnospiraceae NK4A136 group	23
Lachnospiraceae NK4B4 group	7
Lachnospiraceae UCG-002	6
Lachnospiraceae UCG-004	11
Lachnospiraceae UCG-008	271
Lachnospiraceae UCG-010	2
Lactobacillus	2471
Libanicoccus	17
Marvinbryantia	49
Megasphaera	134
Methanobrevibacter	22
Methanosphaera	95
Micrococcus	5
Mogibacterium	171
Moryella	2
Negativibacillus	37
Olsenella	10
Olsenella sp. Marseille-P3359	8
Oribacterium	154
Peptococcus	96
Prevotella 7	30
Prevotella 9	115
Prevotellaceae UCG-003	13
Pseudoramibacter	4
Rikenellaceae RC9 gut group	37
Roseburia	10
Rothia	4
Ruminiclostridium 9	2
Ruminococcaceae NK4A214 group	118
Ruminococcaceae UCG-002	148
Ruminococcaceae UCG-003	4
Ruminococcaceae UCG-004	6
Ruminococcaceae UCG-005	237
Ruminococcaceae UCG-008	263
Ruminococcaceae UCG-010	29
Ruminococcaceae UCG-013	9
Ruminococcaceae UCG-014	65
Ruminococcus 1	61
Ruminococcus 2	22
Senegalimassilia	29
Shuttleworthia	261
Slackia	11
Solobacterium	273
Streptococcus	3869
Subdoligranulum	306
Syntrophococcus	34
Terrisporobacter	145
Treponema 2	35
Unclassified	629
uncultured bacterium	48
uncultured prokaryote	5
Weissella	222
