Taxa	Counts
[Eubacterium] coprostanoligenes group	466
[Eubacterium] eligens group	9
[Eubacterium] hallii group	91
[Eubacterium] nodatum group	52
[Eubacterium] oxidoreducens group	2
[Eubacterium] ruminantium group	123
[Eubacterium] xylanophilum group	5
[Ruminococcus] gauvreauii group	30
[Ruminococcus] torques group	22
Acetitomaculum	9
Acidaminococcus	79
Agathobacter	32
Allisonella	3
Alloprevotella	44
Anaerosporobacter	5
Bifidobacterium	11
Blautia	308
Butyricicoccus	20
CAG-873	37
Candidatus Saccharimonas	2
Candidatus Soleaferrea	16
Catenibacterium	17
Christensenellaceae R-7 group	865
Clostridium sensu stricto 1	140
Collinsella	29
Coprococcus 1	7
Coprococcus 2	15
Coprococcus 3	40
Coriobacteriaceae UCG-003	10
Corynebacterium 1	3
Desulfovibrio	26
dgA-11 gut group	5
Dialister	502
Dorea	88
Enterococcus	62
Enterorhabdus	20
Erysipelotrichaceae UCG-006	7
Escherichia-Shigella	29
Faecalibacterium	152
Faecalitalea	3
Family XIII AD3011 group	68
Family XIII UCG-001	10
Flavonifractor	4
Fusicatenibacter	2
Helicobacter	2
Holdemanella	32
Intestinibacter	78
Lachnoclostridium	61
Lachnospira	4
Lachnospiraceae AC2044 group	300
Lachnospiraceae FCS020 group	18
Lachnospiraceae ND3007 group	11
Lachnospiraceae NK3A20 group	309
Lachnospiraceae NK4A136 group	105
Lachnospiraceae NK4B4 group	5
Lachnospiraceae UCG-002	2
Lachnospiraceae UCG-004	12
Lachnospiraceae UCG-008	218
Lachnospiraceae XPB1014 group	204
Lactobacillus	1464
Libanicoccus	8
Marvinbryantia	72
Megasphaera	206
Methanobrevibacter	475
Methanosphaera	228
Mitsuokella	10
Mogibacterium	176
Moraxella	5
Negativibacillus	37
Olsenella	20
Olsenella sp. Marseille-P3359	23
Oribacterium	138
p-1088-a5 gut group	7
Parabacteroides	17
Peptococcus	24
Peptoniphilus	2
Phascolarctobacterium	2
Prevotella 1	15
Prevotella 2	6
Prevotella 7	36
Prevotella 9	146
Prevotellaceae UCG-001	80
Prevotellaceae UCG-003	56
Prevotellaceae UCG-004	22
Pseudoramibacter	60
Quinella	8
Rikenellaceae RC9 gut group	224
Roseburia	38
Ruminiclostridium	2
Ruminiclostridium 1	31
Ruminiclostridium 6	23
Ruminiclostridium 9	87
Ruminococcaceae NK4A214 group	656
Ruminococcaceae UCG-002	731
Ruminococcaceae UCG-003	12
Ruminococcaceae UCG-004	5
Ruminococcaceae UCG-005	782
Ruminococcaceae UCG-008	252
Ruminococcaceae UCG-009	17
Ruminococcaceae UCG-010	64
Ruminococcaceae UCG-013	26
Ruminococcaceae UCG-014	180
Ruminococcaceae V9D2013 group	8
Ruminococcus 1	208
Ruminococcus 2	67
Schwartzia	10
Selenomonas 3	21
Senegalimassilia	7
Shuttleworthia	38
Solobacterium	82
Streptococcus	4092
Subdoligranulum	141
Syntrophococcus	3
Terrisporobacter	162
Treponema 2	466
Unclassified	846
uncultured bacterium	406
uncultured prokaryote	8
unidentified rumen bacterium RFN47	5
Weissella	94
