Taxa	Counts
[Eubacterium] coprostanoligenes group	2263
[Eubacterium] hallii group	54
[Eubacterium] nodatum group	234
[Eubacterium] ruminantium group	239
[Ruminococcus] gnavus group	93
[Ruminococcus] torques group	32
Acetitomaculum	25
Alistipes	105
Anaerobium	37
Anaeroplasma	36
Anaerosporobacter	35
Bacteroides	678
Caldicoprobacter	36
Candidatus Methanomethylophilus	70
Candidatus Soleaferrea	181
Chenopodium quinoa (quinoa)	21
Christensenellaceae R-7 group	6662
Clostridium sensu stricto 1	260
Coprococcus 1	310
Erysipelatoclostridium	291
Erysipelotrichaceae UCG-004	70
Family XIII AD3011 group	385
Fibrobacter	110
Fonticella	135
GCA-900066575	52
Intestinibacter	1538
Lachnoclostridium	591
Lachnoclostridium 5	44
Lachnospiraceae AC2044 group	33
Lachnospiraceae NK4A136 group	366
Lachnospiraceae UCG-007	79
Marvinbryantia	40
Methanocorpusculum	243
Mogibacterium	121
Oscillibacter	190
Papillibacter	369
Parabacteroides	378
Phascolarctobacterium	215
Prevotella 1	188
Prevotella 7	33
Prevotellaceae UCG-003	642
Prevotellaceae UCG-004	81
Pseudomonas	43
Rikenellaceae RC9 gut group	1644
Ruminiclostridium 9	42
Ruminococcaceae NK4A214 group	480
Ruminococcaceae UCG-002	427
Ruminococcaceae UCG-004	66
Ruminococcaceae UCG-005	2174
Ruminococcaceae UCG-008	37
Ruminococcaceae UCG-010	1849
Ruminococcaceae UCG-011	36
Ruminococcaceae UCG-013	211
Ruminococcaceae UCG-014	390
Ruminococcus 1	26
Ruminococcus 2	141
Sarcina	71
Streptococcus	4045
Sutterella	65
Tannerella	44
Terrisporobacter	177
Treponema 2	3552
UBA1819	63
Unclassified	46365
uncultured bacterium	4293
