Taxa	Counts
Actinomyces	22
Bacteroides	36
Brochothrix	54
Buttiauxella	37
Carnobacterium	32
Cellulosilyticum	42
Cetobacterium	28492
Clostridium sensu stricto 1	17300
Clostridium sensu stricto 13	66
Edwardsiella	1583
Enterobacter	1237
Epulopiscium	9849
Escherichia-Shigella	2214
Fusobacterium	2922
Helicobacter	65
Kurthia	36
Lactobacillus	24
Lysinibacillus	49
Macellibacteroides	28
Moellerella	172
Mycoplasma	79
Myroides	412
Nosocomiicoccus	47
Paeniclostridium	8928
Parvimonas	24
Peptostreptococcus	17
Plesiomonas	7266
Pseudomonas	86
Psychrobacter	580
Romboutsia	174
Sarcina	73
Serratia	27
Streptobacillus	46
Streptococcus	19
Terrisporobacter	311
Turicibacter	25
Unclassified	5361
Vagococcus	1231
