Taxa	Counts
Acidovorax	35
Actinobacillus	2445
Aggregatibacter	34
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	47
Aquabacterium	15
Arthrobacter	7
Brevundimonas	96
Burkholderia-Caballeronia-Paraburkholderia	16
Campylobacter	4
Chryseobacterium	1008
Citrobacter	20
Clostridium sensu stricto 1	24
Commensalibacter	5
Duganella	8
Dyadobacter	339
Enterobacter	177
Erwinia	254
Escherichia-Shigella	357
Ferruginibacter	7
Flavobacterium	333
Hymenobacter	10
Janthinobacterium	496
Lactobacillus	138
Massilia	778
metagenome	13220
Mucilaginibacter	16
Neisseria	33
Paenarthrobacter	6
Pantoea	12
Pedobacter	3052
Polaromonas	28
Pseudarthrobacter	14
Pseudoduganella	19
Pseudomonas	7336
Ramlibacter	38
Rhodoferax	12
Rhodopseudomonas	6
Serratia	727
Sphingobacterium	895
Sphingomonas	20
Spirosoma	8
Stenotrophomonas	6
Streptococcus	6344
Subtercola	15
Unclassified	801
uncultured bacterium	406
Variovorax	49
Veillonella	66
Weissella	272
