Taxa	Counts
1174-901-12	67
Acidiphilium	5
Acinetobacter	5
Actinobacillus	34
Altererythrobacter	28
Bergeyella	23
Caryophanon	357
Chryseobacterium	26
Clostridium sensu stricto 1	8920
Curvibacter	3
Dielma	9
Endobacter	5
Enhydrobacter	4
Enterococcus	80
Escherichia-Shigella	1681
Fonticella	26
Granulicella	11
Hafnia-Obesumbacterium	23
Heliimonas	3
Janthinobacterium	101
Lysinibacillus	203
metagenome	4
Methylobacterium	3
Paenibacillus	2
Pelomonas	28
Pseudomonas	71
Roseiarcus	15
Sandaracinobacter	4
Serratia	16
Sphingomonas	71
Streptococcus	13057
Terrisporobacter	6
Turicibacter	473
Unclassified	1838
Variovorax	15
Veillonella	16
