Taxa	Counts
Acidovorax	104
Acinetobacter	892
Arthrobacter	550
Brevundimonas	18
Buttiauxella	58
Chryseobacterium	826
Clostridium sensu stricto 1	72
Comamonas	2922
Enterobacter	328
Escherichia-Shigella	6360
Flavobacterium	11765
Frondihabitans	258
Hafnia-Obesumbacterium	1622
Janthinobacterium	936
Massilia	132
Mucilaginibacter	12
Myroides	1467
Ochrobactrum	100
Pedobacter	3354
Pseudochrobactrum	258
Pseudomonas	11340
Rahnella	312
Raoultella	80
Sanguibacter	36
Serratia	3239
Sphingobacterium	3709
Stenotrophomonas	354
Streptococcus	1009
Subtercola	128
Unclassified	3427
Yersinia	106
