Taxa	Counts
Acidovorax	43
Advenella	412
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	12
Brevundimonas	588
Carnobacterium	27
Chryseobacterium	52
Clostridium sensu stricto 1	23
Cryobacterium	7
Devosia	133
Dyadobacter	33
Flavobacterium	2408
Herminiimonas	183
Hydrogenophaga	6
Janthinobacterium	112
Limnohabitans	5
Luteolibacter	4
Microbacterium	5
Myroides	150
Pedobacter	9372
Phenylobacterium	3
Polaromonas	25
Pseudarthrobacter	15
Pseudochrobactrum	38
Pseudomonas	4914
Ramlibacter	6
Rhodoferax	13
Serratia	48
Sphingobacterium	74
Sphingobium	83
Stenotrophomonas	29
Subtercola	805
Unclassified	47
Variovorax	340
