"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"1" "[Anaerorhabdus] furcosa group" 0.0266080965920879 0.0673579360312568 1.10418371494019 1.66741790330132
"2" "[Eubacterium] brachy group" 0.76209155696293 0.86512678581433 0.0665515221408188 0.115833297173488
"3" "[Eubacterium] coprostanoligenes group" 1.95858420331657 2.46009782556766 0.765796820437023 0.848099630800589
"4" "[Eubacterium] eligens group" 0.00120094153816592 0.00416018352204659 0 0
"5" "[Eubacterium] fissicatena group" 9.09416849803502 8.20414969689416 1.37719312355474 1.65748808902191
"6" "[Eubacterium] nodatum group" 0.25433742553702 0.40029992332628 0.0259470984721025 0.0489325821497508
"7" "[Eubacterium] xylanophilum group" 0 0 0.00400341624853208 0.0138682406926087
"8" "[Ruminococcus] gnavus group" 0 0 0.00533788833137611 0.0184909875901449
"9" "[Ruminococcus] torques group" 0.888075286013664 1.12243079620136 0.172409965230384 0.407016465623542
"10" "Acetanaerobacterium" 0.0426283087804655 0.0673651125954535 0 0
"11" "Achromobacter" 0.00240188307633184 0.00832036704409318 0 0
"12" "Acidisphaera" 0.0358711390339218 0.107585810388427 0 0
"13" "Acidovorax" 0.0717579319238727 0.147536145125448 0.00622753638660546 0.0215728188551691
"14" "Acinetobacter" 0.579791075728168 0.845915806088245 1.26100179595023 2.97072845279303
"15" "Aeromonas" 0.461611498547505 1.0133260098574 0.98977575569155 1.96039153297554
"16" "Afipia" 0.00320251076844246 0.0110938227254576 0 0
"17" "Agathobacter" 0.00280219692238715 0.00970709488477538 0.0146791929112843 0.0508502158728986
"18" "Akkermansia" 0 0 0.464072409905014 0.837907399704216
"19" "Alistipes" 0.525130557523763 0.289233136520902 4.95799524568149 9.08040867741025
"20" "Alloprevotella" 0.00418418795372288 0.0144944522485314 0 0
"21" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" 0.0675436145090572 0.09704801004525 0.0154238565844785 0.028891328526729
"22" "Aminobacter" 0 0 0.00434729685081816 0.0150594780424025
"23" "Aminobacterium" 0 0 0.00400341624853208 0.0138682406926087
"24" "Anaerocolumna" 0.338615415128417 0.975798827878305 0 0
"25" "Anaerofilum" 0 0 0.0137895448560549 0.0477683846078744
"26" "Anaerofustis" 0.0853481735786682 0.116098727000833 0.0160653796598692 0.0248535195675994
"27" "Anaeroplasma" 0 0 0.03425145012633 0.11865050370343
"28" "Anaerosinus" 0.379295867328387 0.453380529152476 0 0
"29" "Anaerosporobacter" 0.929342576289176 2.9807122397202 0.00473600173202349 0.0164059912491978
"30" "Anaerostipes" 0 0 0.0354835439304707 0.122918601840355
"31" "Anaerotruncus" 1.27121389224479 1.87197625436216 0.250525873351101 0.354688642261189
"32" "Anaerovorax" 0.202332629124086 0.277921975940708 0.011981456392107 0.0415049824396004
"33" "Angelakisella" 1.10384604615343 1.99091244448635 0.065017918658923 0.0904536435489355
"34" "Aquabacterium" 0.020575511283594 0.0412879017801934 0 0
"35" "Arcobacter" 0 0 0.711199602297031 0.908972499728505
"36" "Arthrobacter" 0.0095477116921689 0.0222991756183157 2.95624498857223 7.89201625692805
