"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"1" "Acinetobacter" 0.259439354835301 0.300132543183677 0.0763686303956124 0.17957406859353
"2" "Aeromonas" 1.50197296690077 2.72671726158451 2.85961103328517 3.133065856805
"3" "Afipia" 0.0475192986539431 0.116398034637084 0 0
"4" "Aminobacter" 0.0969781605182513 0.237547009463437 0 0
"5" "Anaerosporobacter" 0 0 0.0251008745104031 0.0498529883430899
"6" "Asaccharospora" 0.213210631878782 0.522257255839396 0 0
"7" "B48" 0 0 0.00346188465000346 0.00847985094088201
"8" "Bacteroides" 0 0 4.58433401164809 9.89169211509463
"9" "Bilophila" 0 0 0.149370048058189 0.365880400597565
"10" "Blautia" 0.0459265486587891 0.112496609861136 0.282001620017934 0.512715034451607
"11" "Bradyrhizobium" 0.181936235611699 0.416152352515399 0 0
"12" "Brevundimonas" 0.0543077698902207 0.133026325299525 0 0
"13" "Brochothrix" 0.173129006822311 0.424077726389491 0 0
"14" "Butyrivibrio" 0.0514244574719737 0.125963681105789 0.012923235978289 0.0316553339723853
"15" "Campylobacter" 0.0624739691795085 0.153029346696159 0.139114965961532 0.2158328686039
"16" "Carnobacterium" 4.42421749117214 10.8370753644681 0.0111953687741261 0.0207734430861766
"17" "Cellulosilyticum" 0.00467049647377516 0.0114403332062173 0.00576980775000577 0.01413308490147
"18" "Cetobacterium" 4.81427175312056 9.43959889250882 0.0110709277437449 0.0271181239513969
"19" "Citrobacter" 0.0969139235812644 0.23738966174518 0.0221418554874899 0.0542362479027938
"20" "Clostridium sensu stricto 1" 26.2829979656776 16.7579461776317 16.6187850548913 17.6890911631553
"21" "Clostridium sensu stricto 11" 0.0410096101099167 0.0937560864092522 0 0
"22" "Clostridium sensu stricto 13" 1.02352316021208 1.38114812156189 1.91619088982943 3.02751023775116
"23" "Clostridium sensu stricto 15" 0.124132045463362 0.3040601721132 0 0
"24" "Clostridium sensu stricto 2" 0.0568243737642645 0.139190720675643 0.331930374636586 0.532628703141115
"25" "Clostridium sensu stricto 4" 0 0 0.0539190646461207 0.132074195791136
"26" "Clostridium sensu stricto 7" 0.23483835578868 0.575234143716438 0.105000283784551 0.25719711811958
"27" "Edwardsiella" 0 0 1.93136249185731 1.91097713099648
"28" "Enterobacter" 0.0743737728327483 0.182177793685903 0.298292990348921 0.65265253786554
"29" "Enterococcus" 1.75223945816037 4.29209257966377 0.00603084345653485 0.0147724891871132
"30" "Epulopiscium" 0.481663550071529 1.00376413951732 3.52043428817555 4.90966591936345
"31" "Erysipelatoclostridium" 0.0291405259007851 0.0713794192932806 0.0255406095692151 0.0625614611642221
"32" "Erysipelothrix" 1.10143764409364 1.80983360032662 0 0
"33" "Escherichia-Shigella" 2.55999413690745 2.96180177604948 3.94389615291505 5.29497180363501
"34" "Faecalitalea" 0 0 0.178784266984505 0.437930228149555
"35" "Falsochrobactrum" 0.108965438968508 0.223539448413731 0 0
"36" "Fusobacterium" 9.46880278303071 9.9816404932135 30.2746596690798 24.0221397997487
"37" "Gallicola" 0.309360332053222 0.757774960188364 0 0
"38" "Granulicella" 0 0 0.00230792310000231 0.00565323396058801
"39" "Hafnia-Obesumbacterium" 0.128561143679934 0.314909202764473 0 0
"40" "Hathewaya" 0.295924622816596 0.512786423412479 0 0
"41" "Helicobacter" 0.118935747393608 0.177344177099681 0.204433873005457 0.272956972704701
"42" "Herbinix" 0 0 0.00692376930000692 0.016959701881764
"43" "Hoeflea" 0.490483246391809 1.10529496931515 0 0
"44" "Ignatzschineria" 0.2231507460355 0.433452101284463 0 0
"45" "Intestinibacter" 0 0 0.0519132115315719 0.112651555692021
"46" "Klebsiella" 0.0813153249638048 0.199181054429921 0.0228856034390255 0.0355319222581101
"47" "Kurthia" 0 0 0.00851353652307168 0.0208538203880741
"48" "Lachnoclostridium" 0 0 0.00346188465000346 0.00847985094088201
"49" "Lachnospira" 0 0 0.00346188465000346 0.00847985094088201
"50" "Lachnospiraceae UCG-004" 0 0 0.0779321989868814 0.190894122050904
"51" "Lactobacillus" 0 0 0.00692376930000692 0.016959701881764
"52" "Lactococcus" 0.164613950536483 0.403220183358132 0 0
"53" "Limnohabitans" 0.00342829716479824 0.00839757874038595 0 0
"54" "Luteimonas" 0.0339423561813879 0.083141453312203 0 0
"55" "Lysinibacillus" 0.503269126601445 0.644245714076279 0 0
"56" "Megamonas" 0 0 0.0995800320387929 0.243920267065043
"57" "Micrococcus" 0.0239980801535877 0.0587830511827017 0 0
"58" "Moellerella" 0.40622688720091 0.65884710305132 0 0
"59" "Morganella" 0.658171950582326 1.612185441939 0 0
"60" "Myroides" 0.0649753675472284 0.159156496340503 0 0
"61" "Ochrobactrum" 0.0261754163131446 0.0487649569520546 0.00567569101538112 0.0139025469253827
"62" "Paeniclostridium" 8.01879117393426 8.04309381435262 2.44564011085543 3.59161271925996
"63" "Paenochrobactrum" 0.38246572032923 0.888215464288349 0 0
"64" "Parabacteroides" 0 0 0.0822617655972637 0.201499351053732
"65" "Paraclostridium" 1.2012117502674 1.65653848702783 1.00528990108642 1.56197347041366
"66" "Paracoccus" 0.215291516350518 0.52735436100883 0 0
"67" "Paraeggerthella" 1.50502245534643 3.68653706702943 0 0
"68" "Parafrigoribacterium" 0.0203654137088328 0.0498848719873218 0 0
"69" "Parasutterella" 0 0 0.0108239165259558 0.0265130725070699
"70" "Parvimonas" 0 0 0.0411997369260736 0.0888596823847539
"71" "Peptoclostridium" 0.21767517950081 0.252045211026829 0.0959568248537908 0.228328572762157
"72" "Peptoniphilus" 1.06675976570076 2.61301710409781 0 0
"73" "Peptostreptococcus" 1.5155008415932 3.26338808633051 0.0361755225917604 0.0561392157585581
"74" "Phascolarctobacterium" 0 0 0.662423691388492 1.62260003743268
