"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"1" "[Acetivibrio] ethanolgignens group" 0.0143848424397798 0.0246056222864844 0.0019960815383954 0.00691462928110214
"2" "[Anaerorhabdus] furcosa group" 0.0733613598888379 0.0524522987859383 0.0258165614199576 0.0212874539565737
"3" "[Eubacterium] brachy group" 0.0714016974942289 0.0637701502976281 0 0
"4" "[Eubacterium] coprostanoligenes group" 4.76820055335978 1.66944511246861 4.10005713976585 0.842653364789001
"5" "[Eubacterium] eligens group" 0.116174471260814 0.0751033217214992 0.0158855648386662 0.0242461952180074
"6" "[Eubacterium] fissicatena group" 0.039526457817649 0.0381222385423628 0 0
"7" "[Eubacterium] hallii group" 0.00404491725032748 0.0107018451182017 0 0
"8" "[Eubacterium] nodatum group" 0.131553801601699 0.0275732195328166 0.0279067701509297 0.0296395330805248
"9" "[Eubacterium] oxidoreducens group" 0.411765953327203 0.187312566115422 0.15465652408286 0.0382948941489596
"10" "[Eubacterium] ruminantium group" 0.159770957969131 0.123173072756638 0.0762593042032438 0.0422107748157665
"11" "[Eubacterium] ventriosum group" 0.619256655699982 0.944573369265143 0.144409160771333 0.0173548702523457
"12" "[Eubacterium] xylanophilum group" 0.00542608958237984 0.0143560836265354 0.0170608891539124 0.0591006536737542
"13" "[Ruminococcus] torques group" 0.151862793424108 0.0896043825224111 0.0548231409699078 0.0496080598544553
"14" "A2" 0 0 0.00198767640628106 0.00688551304936942
"15" "Acetitomaculum" 0.0523981967900945 0.106927978682933 0.00533962789467397 0.00969458463782542
"16" "Achromobacter" 0 0 0.00401720308143107 0.0139159996827217
"17" "Acinetobacter" 0 0 1.28763279941468 4.46049086015676
"18" "Actinosynnema" 0 0 0.00165414244529515 0.00573011751641483
"19" "Adlercreutzia" 0 0 0.00265023520837474 0.00918068406582589
"20" "Aerococcus" 0 0 0.0379426899099655 0.131437333399782
"21" "Aeromicrobium" 0 0 0.00259936669974952 0.00900447038293759
"22" "Aeromonas" 0 0 0.040059015243589 0.138768499406145
"23" "Aerosphaera" 0 0 0.0142096129543297 0.0492235431855759
"24" "Agathobacter" 1.80570711367269 1.41486990742973 0.367617306633185 0.100892284045322
"25" "Akkermansia" 0.190853288637491 0.262512854603532 2.08455878397176 2.17021574165794
"26" "Alistipes" 1.5218273028114 1.02465493734931 3.58713629207975 0.663122377746843
"27" "Alkalibacterium" 0 0 0.0114886232396708 0.0397977583202528
"28" "Alloiococcus" 0 0 0.00362798628621184 0.0125677131537641
"29" "Alloprevotella" 0.0896314371948665 0.0246436482559801 0.866871834115894 0.960409381411321
"30" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" 0 0 0.0022674914288824 0.00785482072110253
"31" "Altererythrobacter" 0 0 0.00302332190517653 0.0104730942948034
"32" "Amphibacillus" 0 0 0.00317448800043536 0.0109967490095435
"33" "Amycolatopsis" 0 0 0.00283567276336311 0.00982305859956828
"34" "Anaerobium" 0.00976275250308656 0.0175338080565967 0 0
"35" "Anaerocolumna" 0.0215118988595938 0.0336503521460671 0 0
"36" "Anaeroplasma" 0.0659237784373625 0.108586180857821 0 0
