"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"1" "[Anaerorhabdus] furcosa group" 0.00471572818826918 0.0141690216885369 0 0
"2" "[Clostridium] innocuum group" 0 0 0.0533346642981811 0.14446374120376
"3" "[Eubacterium] brachy group" 0.00456303032828027 0.0198897880772849 0.0179372197309417 0.0671149307044653
"4" "[Eubacterium] coprostanoligenes group" 6.36256530401411 2.30215133007072 1.65643202665313 1.43747425399971
"5" "[Eubacterium] eligens group" 0.0149029321061399 0.0325091960183856 0.181711894212315 0.250865640876028
"6" "[Eubacterium] fissicatena group" 0.00392781352088082 0.0171209422065922 0.026137576687801 0.0470667061885661
"7" "[Eubacterium] hallii group" 0.0168597693560151 0.0409665352656063 0.0114225992979149 0.0427394530392021
"8" "[Eubacterium] nodatum group" 0.49874511880573 0.572026618125117 0.577741600215169 0.872235585837505
"9" "[Eubacterium] oxidoreducens group" 0.0599433419570266 0.113738409150832 0.0702971536321568 0.0955594848925772
"10" "[Eubacterium] ruminantium group" 0.435089221913065 0.564899077150638 0.0139523031995088 0.0363525897985532
"11" "[Eubacterium] ventriosum group" 0.0263910614770124 0.0475054616346895 0.00670246122932819 0.0184993745365244
"12" "[Eubacterium] xylanophilum group" 0 0 0.00858267095389093 0.0227560280411242
"13" "[Ruminococcus] gauvreauii group" 0.0420894369953977 0.0595659826091383 0.106642333124691 0.231314652178488
"14" "[Ruminococcus] gnavus group" 0.0279548185399718 0.0590119018632766 0 0
"15" "[Ruminococcus] torques group" 0.167320300450022 0.149477515406127 0.211149997099053 0.323754670623224
"16" "Acetitomaculum" 0.173567705951715 0.456653299772089 0 0
"17" "Acinetobacter" 0 0 0.0241043827704031 0.0901903418465051
"18" "Actinobacillus" 0.00968249377132248 0.0332438305102226 0 0
"19" "Actinomyces" 0 0 0.00519609936650295 0.0194420235770872
"20" "Aerococcus" 0 0 0.00537221022801675 0.0201009700829614
"21" "Agathobacter" 0.0951715968336615 0.192314758950563 0.0569675586200627 0.162932379010628
"22" "Akkermansia" 0.177428699653586 0.324693906042565 2.79157967841323 6.89744353560446
"23" "Aliidiomarina" 0 0 0.00453280237988913 0.0169601935074987
"24" "Alistipes" 0.422443760552518 0.703154024395849 1.21493680829243 1.68685049909423
"25" "Alloprevotella" 0.014725086977715 0.0466467468268687 0.0112336861276286 0.0287116949198804
"26" "Alteromonas" 0 0 0.00742307835059199 0.0277746159430943
"27" "Anaerobium" 0.0193238967965064 0.0579818100370412 0 0
"28" "Anaerocella" 0 0 0.804404169177113 3.0098048015533
"29" "Anaerocolumna" 0.00480144729339844 0.0209290235346607 0.079157646163567 0.128913866744414
"30" "Anaerofilum" 0 0 0.00393564434369195 0.0147258327302901
"31" "Anaerofustis" 0.0687580282483813 0.0633082099524912 0.00327369060769771 0.0122490286443046
"32" "Anaeroplasma" 0.0854610892386659 0.239119787209319 0.0057079733672678 0.0213572807131465
"33" "Anaerosporobacter" 1.418996601037 2.61244712511797 0.0414507362667542 0.0591249291556538
"34" "Anaerostipes" 0 0 0.406356612029147 0.575403379893051
"35" "Anaerotruncus" 0 0 0.0734927752864973 0.27498478552524
"36" "Anaerovibrio" 0.0100048546409527 0.0320105811130543 0.013874746585207 0.0519145480501563
"37" "Anaerovorax" 0.00222116772845215 0.00968184566497671 0.0403231546729305 0.150875429539998
"38" "Aquamicrobium" 0 0 0.0072189074938975 0.0270106785489794
"39" "Arthrobacter" 0.00309685025251417 0.00929812796717074 0 0
"40" "Bacillus" 0 0 0.0578468797829427 0.106598485847135
"41" "Bacteroides" 1.11138489688374 1.58659301353633 8.27596670160322 13.0889145945395
"42" "Barnesiella" 0.00565388149060547 0.0246446980563044 0.0191759277678376 0.0439229888527389
"43" "Bifidobacterium" 0 0 0.797691366812277 2.91770420966387
"44" "Bilophila" 0.00570424377425571 0.0172578115099099 0.202848215333139 0.550353945388836
"45" "Blautia" 0.0792440357628813 0.136311376250005 1.3983528641572 2.67619904380323
"46" "Brachybacterium" 0 0 0.0859609971193249 0.287704677684916
"47" "Brevibacterium" 0 0 0.143675634917379 0.537585000688048
"48" "Butyricicoccus" 0 0 0.0299288695985468 0.065289533566181
"49" "Butyricimonas" 0 0 0.133511623484381 0.26453791892321
"50" "Butyrivibrio" 0.00297588934453061 0.0129716009199684 0 0
"51" "CAG-352" 0.0271313464705364 0.0656576487745335 0.0430219522649369 0.0884476934279812
"52" "Caldicoprobacter" 0.0930786863603002 0.103746872673493 0.0245311826073334 0.0516556093415943
"53" "Campylobacter" 0.119560796998812 0.22235658302785 0.0875071353320669 0.220372063917918
"54" "Candidatus Soleaferrea" 0.767676189321465 0.35561596239191 0.134581275575188 0.188571832597325
"55" "Candidatus Stoquefichus" 0.0100332439223108 0.0327145822501274 0.00786316157340892 0.0294212565845425
"56" "Caproiciproducens" 0 0 0.00393181911115724 0.0147115200207205
"57" "Catenisphaera" 0.0560372782894515 0.139609442568875 0 0
"58" "Cellulosilyticum" 0.0825993498618179 0.153512991404734 0.549348649182696 1.19842583191205
"59" "Cellvibrio" 0 0 0.00293016250681263 0.0109636641880635
"60" "Cerasicoccus" 0.00489068119943655 0.0213179851134182 0 0
"61" "Christensenellaceae R-7 group" 15.6747753408012 8.25967216620409 10.4148702407326 8.32814115480987
"62" "Chryseobacterium" 0 0 0.00340757656300295 0.0127499840179577
"63" "Citricoccus" 0 0 0.00764457775507494 0.0199158568160512
"64" "Cloacibacillus" 0.0101104138071046 0.0440702720625474 0 0
"65" "Clostridioides" 0 0 0.0350794996898059 0.089231185881803
