"Row.names" "mean_wild" "sd_wild" "mean_captive" "sd_captive"
"1" "[Eubacterium] coprostanoligenes group" 0 0 0.825917010798754 2.18517101415135
"2" "[Eubacterium] fissicatena group" 0.173280086417273 0.255160313835254 1.73722345420437 2.41557869860917
"3" "[Eubacterium] ventriosum group" 0.0380567873452909 0.107640849608118 0 0
"4" "28-YEA-48" 0.319484377233809 0.903638278500751 0 0
"5" "Acinetobacter" 0.176917700506727 0.50039882296095 0 0
"6" "Afipia" 0 0 0.914231133322531 2.41882821960415
"7" "Akkermansia" 0 0 20.5735445913693 26.5150379951382
"8" "Alistipes" 0 0 0.0358309446036931 0.0947997686619037
"9" "Altererythrobacter" 0.0347481454418376 0.098282597102319 0 0
"10" "Anaerosporobacter" 0.211389326555331 0.469004693288094 0.310429000918783 0.821317936173341
"11" "Anaerostipes" 0.0314582398704468 0.0889773389463437 0 0
"12" "Asinibacterium" 0.113378234555939 0.320682073973852 0.0528753080839523 0.139894915686061
"13" "Bacillus" 0 0 0.229984667688821 0.608482236062452
"14" "Bacteroides" 5.81149711744845 16.1539038412568 0.880896491587416 1.29299753286977
"15" "Bilophila" 0 0 1.49180154901162 1.99208694767343
"16" "Blautia" 0.125458854142465 0.354851226096125 0 0
"17" "Brevibacterium" 1.58312550633012 4.47775512398166 0 0
"18" "Burkholderia-Caballeronia-Paraburkholderia" 5.98102443116506 16.7638890926586 0 0
"19" "Butyricicoccus" 0.0656335672134195 0.185639761800288 0 0
"20" "Cellulosilyticum" 0.62028857064163 1.38718864426966 1.21607380577789 1.06090599246512
"21" "Cetobacterium" 0 0 0.0971667071527946 0.257078942841336
"22" "Citrobacter" 0 0 1.3119240488677 2.71914307895443
"23" "Cloacibacillus" 0 0 1.16658889407373 3.08650409596896
"24" "Clostridioides" 0.0169600945388496 0.0479703914319418 0 0
"25" "Clostridium sensu stricto 1" 43.5095617867552 28.8090799077489 34.8225985595898 27.8522995327048
"26" "Clostridium sensu stricto 11" 0 0 0.345151602621187 0.91318530515105
"27" "Clostridium sensu stricto 13" 2.53402995401056 2.26895209776327 1.19486185177603 1.5640421473356
"28" "Clostridium sensu stricto 2" 0.0504458000938527 0.142682269314977 0.822588963383187 2.17636582833833
"29" "Cupriavidus" 0 0 0.147539166105222 0.390351942156267
"30" "Cutibacterium" 0.0667164392483281 0.188702586436453 0 0
