"W" "Pvalue"
"Campylobacter" 0.496094403311629 2.07292443849816e-05
"Cellulosilyticum" 0.496094403311629 2.07292443849816e-05
"Clostridium sensu stricto 1" 0.984414616916547 0.971280936783032
"Clostridium sensu stricto 2" 0.496094403311629 2.07292443849816e-05
"Enterobacter" 0.496094403311629 2.07292443849816e-05
"Epulopiscium" 0.559448967996139 0.000144104257204238
"Escherichia-Shigella" 0.808912972385108 0.070584229980621
"Fusobacterium" 0.898335177417626 0.364182902405361
"Paeniclostridium" 0.865355443390252 0.208310531884956
"Peptoclostridium" 0.879286218813594 0.265795262551775
"Plesiomonas" 0.595675939723847 0.000406662298183193
"Proteus" 0.680262838841158 0.00380368703633628
"Pseudomonas" 0.640935788779277 0.00138833597784017
"Romboutsia" 0.921789979785231 0.518345519686067
"Ruminococcaceae UCG-011" 0.965355158362606 0.859905832250107
"Terrisporobacter" 0.891412698128596 0.325656023784057
"Aeromonas" 0.618730140941057 0.00076715611920867
"Helicobacter" 0.763103390276438 0.0266826128918221
"Blautia" 0.496094403311629 2.07292443849816e-05
"Klebsiella" 0.496094403311629 2.07292443849816e-05
"Acinetobacter" 0.824093313363096 0.095719634219167
"Butyrivibrio" 0.496094403311629 2.07292443849816e-05
"Carnobacterium" 0.496094403311629 2.07292443849816e-05
"Clostridium sensu stricto 13" 0.766474880645341 0.0287382483176546
"Enterococcus" 0.496094403311629 2.07292443849816e-05
"Paraclostridium" 0.735083520780013 0.0141780663522526
"Peptostreptococcus" 0.548326212441986 0.000103738514018086
"Psychrobacter" 0.722281204152405 0.010524368922481
"Clostridium sensu stricto 7" 0.496094403311629 2.07292443849816e-05
"Erysipelatoclostridium" 0.496094403311629 2.07292443849816e-05
"Ochrobactrum" 0.652005802788946 0.0018538671443445
"Sarcina" 0.833995383002862 0.116164092487529
"Turicibacter" 0.76965795754752 0.0308126399317247
"Cetobacterium" 0.562879058642212 0.00015932026016321
"Citrobacter" 0.496094403311629 2.07292443849816e-05
"Erysipelothrix" 0.718569688803944 0.00964309594016674
"Lysinibacillus" 0.817137751818012 0.0833462805268164
"Vagococcus" 0.831300093945653 0.110247144416468
"Afipia" 0.496094403311629 2.07292443849816e-05
"Aminobacter" 0.496094403311629 2.07292443849816e-05
"Bradyrhizobium" 0.533254689385125 6.59369082425022e-05
"Brevundimonas" 0.496094403311629 2.07292443849816e-05
"Clostridium sensu stricto 15" 0.496094403311629 2.07292443849816e-05
"Falsochrobactrum" 0.595982924926237 0.00041016646795483
"Gallicola" 0.496094403311629 2.07292443849816e-05
"Hathewaya" 0.688772210738993 0.00469726737324076
"Hoeflea" 0.541625218994759 8.49029253898174e-05
"Ignatzschineria" 0.628084455002276 0.000987047815311457
"Luteimonas" 0.496094403311629 2.07292443849816e-05
"Myroides" 0.496094403311629 2.07292443849816e-05
"Paenochrobactrum" 0.524833169954886 5.0982527424925e-05
"Paracoccus" 0.496094403311629 2.07292443849816e-05
"Parafrigoribacterium" 0.496094403311629 2.07292443849816e-05
"Peptoniphilus" 0.496094403311629 2.07292443849816e-05
"Plot4-2H12" 0.496094403311629 2.07292443849816e-05
"Pseudochrobactrum" 0.500681631864633 2.3987549306761e-05
"Stenotrophomonas" 0.496094403311629 2.07292443849816e-05
"Xanthobacter" 0.496094403311629 2.07292443849816e-05
"Clostridium sensu stricto 11" 0.533536539214554 6.65036525958139e-05
"Asaccharospora" 0.496094403311629 2.07292443849816e-05
"Moellerella" 0.705446970090303 0.00705151799297273
"Morganella" 0.496094403311629 2.07292443849816e-05
"Providencia" 0.496094403311629 2.07292443849816e-05
"Serratia" 0.810141397361375 0.0723705962089204
"Vibrio" 0.496094403311629 2.07292443849816e-05
"Wohlfahrtiimonas" 0.496094403311629 2.07292443849816e-05
"Lactococcus" 0.496094403311629 2.07292443849816e-05
"Savagea" 0.496094403311629 2.07292443849816e-05
"Brochothrix" 0.496094403311629 2.07292443849816e-05
"Hafnia-Obesumbacterium" 0.496094403311629 2.07292443849816e-05
"Limnohabitans" 0.496094403311629 2.07292443849816e-05
"Micrococcus" 0.496094403311629 2.07292443849816e-05
"Paraeggerthella" 0.496094403311629 2.07292443849816e-05
"Roseiarcus" 0.496094403311629 2.07292443849816e-05
"Staphylococcus" 0.496094403311629 2.07292443849816e-05
